item	total	count part-1	specif part-1	count part-2	specif part-2	count part-3	specif part-3	count part-4	specif part-4	count part-5	specif part-5	count part-6	specif part-6	count part-7	specif part-7	count part-8	specif part-8	count part-9	specif part-9	count part-10	specif part-10	count part-11	specif part-11	count part-12	specif part-12	count part-13	specif part-13	count part-14	specif part-14	count part-15	specif part-15	count part-16	specif part-16	count part-17	specif part-17	count part-18	specif part-18	count part-19	specif part-19	count part-20	specif part-20	count part-21	specif part-21	count part-22	specif part-22	count part-23	specif part-23	count part-24	specif part-24	count part-25	specif part-25	count part-26	specif part-26	count part-27	specif part-27	count part-28	specif part-28	count part-29	specif part-29	count part-30	specif part-30	count part-31	specif part-31	count part-32	specif part-32	count part-33	specif part-33	count part-34	specif part-34	count part-35	specif part-35	count part-36	specif part-36	count part-37	specif part-37	count part-38	specif part-38	count part-39	specif part-39	count part-40	specif part-40	count part-41	specif part-41	count part-42	specif part-42	count part-43	specif part-43	count part-44	specif part-44	count part-45	specif part-45	count part-46	specif part-46	count part-47	specif part-47	count part-48	specif part-48	count part-49	specif part-49	count part-50	specif part-50
все	32	0	0.07	0	0.38	0	0.18	0	0.14	0	-0.54	2	1.01	0	0.06	0	0.03	1	0.63	0	-0.62	0	-0.82	2	1.07	1	0.55	1	0.46	0	0.21	2	1.00	0	-0.65	0	0.02	0	0.40	0	0.03	0	0.02	1	0.62	0	0.27	3	1.77	0	0.11	0	0.19	0	0.25	1	0.77	0	0.15	0	0.11	0	-0.54	0	0.26	0	0.09	0	0.18	14	3.61	1	0.49	0	-0.61	0	0.15	0	0.17	1	0.43	0	0.14	0	0.06	0	0.15	0	0.07	0	0.20	0	0.09	1	0.83	0	0.34	1	0.66	0	0.10
У	31	1	0.88	0	0.37	1	0.57	0	0.14	4	1.64	0	0.25	0	0.06	0	0.03	1	0.64	0	-0.60	0	-0.79	1	0.50	2	0.55	0	0.29	8	7.97	0	0.26	2	0.60	0	0.02	2	0.79	0	0.03	0	0.01	0	0.14	0	0.26	0	0.25	0	0.11	0	0.19	0	0.24	1	0.78	0	0.15	0	0.10	4	1.64	1	0.48	0	0.08	0	0.17	0	-2.48	0	0.23	0	-0.59	0	0.15	2	1.34	1	0.44	0	0.14	0	0.05	0	0.15	0	0.07	0	0.20	0	0.08	0	0.07	0	0.33	0	0.12	0	0.09
крови	31	0	0.07	0	0.37	2	1.29	0	0.14	3	1.08	0	0.25	0	0.06	0	0.03	0	0.14	0	-0.60	2	0.56	0	0.23	0	-0.84	0	0.29	1	0.53	0	0.26	0	-0.63	0	0.02	0	0.39	0	0.03	0	0.01	0	0.14	3	1.74	1	0.49	2	1.64	2	1.22	1	0.49	0	0.09	0	0.15	1	0.72	3	1.08	0	0.25	0	0.08	0	0.17	0	-2.48	1	0.50	0	-0.59	0	0.15	0	0.16	5	2.98	1	0.63	0	0.05	1	0.61	0	0.07	0	0.20	0	0.08	0	0.07	0	0.33	2	1.54	0	0.09
И	31	0	0.07	0	0.37	0	0.17	0	0.14	1	0.43	2	1.03	0	0.06	1	1.15	1	0.64	0	-0.60	0	-0.79	2	1.09	1	0.54	0	0.29	0	0.20	1	0.48	0	-0.63	0	0.02	1	0.43	0	0.03	0	0.01	0	0.14	0	0.26	0	0.25	0	0.11	0	0.19	0	0.24	0	0.09	0	0.15	0	0.10	1	0.43	0	0.25	0	0.08	3	2.20	17	5.87	0	0.23	0	-0.59	0	0.15	0	0.16	0	0.36	0	0.14	0	0.05	0	0.15	0	0.07	0	0.20	0	0.08	0	0.07	0	0.33	0	0.12	0	0.09
работает	27	0	0.06	2	0.89	0	0.15	0	0.12	3	1.20	0	0.22	1	1.00	0	0.03	0	0.12	0	-0.52	0	-0.69	0	0.20	0	-0.73	0	0.25	0	0.17	0	0.23	0	-0.55	0	0.02	0	0.34	0	0.02	0	0.01	1	0.67	0	0.23	2	1.14	0	0.09	0	0.16	5	4.01	0	0.08	1	0.65	0	0.09	3	1.20	0	0.22	3	3.24	0	0.15	0	-2.16	2	1.18	0	-0.51	0	0.13	0	0.14	0	0.31	0	0.12	0	0.05	0	0.13	0	0.06	1	0.57	0	0.07	2	2.04	0	0.28	1	0.72	0	0.08
при	26	0	0.06	1	0.45	0	0.14	0	0.12	1	0.43	0	0.21	0	0.05	0	0.03	0	0.11	1	0.43	4	1.36	0	0.19	0	-0.70	0	0.24	1	0.58	0	0.22	0	-0.53	0	0.02	0	0.32	0	0.02	0	0.01	0	0.12	0	0.22	1	0.53	0	0.09	0	0.16	2	1.17	0	0.07	2	1.53	2	1.79	1	0.43	1	0.52	0	0.07	0	0.14	1	-1.36	0	0.19	2	0.68	0	0.12	0	0.13	1	0.45	0	0.12	0	0.05	0	0.13	0	0.06	2	1.32	0	0.07	1	0.91	1	0.47	1	0.73	0	0.08
вы	25	0	0.05	1	0.46	0	0.14	0	0.11	0	0.42	0	0.20	0	0.04	0	0.03	0	0.11	0	-0.48	0	-0.64	1	0.55	10	6.09	0	0.23	0	0.16	2	1.16	0	-0.51	0	0.02	0	0.31	0	0.02	0	0.01	0	0.11	0	0.21	0	0.20	0	0.09	0	0.15	0	0.20	0	0.07	0	0.12	0	0.08	0	0.42	0	0.20	0	0.07	0	0.14	7	1.18	0	0.19	0	-0.47	0	0.12	0	0.13	0	0.29	0	0.11	0	0.04	0	0.12	0	0.06	0	0.16	1	0.88	2	2.10	1	0.48	0	0.10	0	0.08
работы	24	0	0.05	2	0.96	0	0.13	0	0.11	1	0.43	0	0.19	0	0.04	0	0.03	0	0.11	0	-0.46	10	6.52	0	0.18	0	-0.65	1	0.51	0	0.15	0	0.20	0	-0.49	0	0.02	0	0.30	0	0.02	0	0.01	1	0.71	1	0.53	0	0.19	0	0.08	1	0.62	0	0.19	0	0.07	0	0.11	0	0.08	1	0.43	0	0.20	1	0.89	0	0.13	0	-1.92	1	0.56	0	-0.45	0	0.11	1	0.67	0	0.28	0	0.11	0	0.04	1	0.69	0	0.06	2	1.38	0	0.06	0	0.06	0	0.25	0	0.09	0	0.07
сосудов	24	0	0.05	1	0.46	0	0.13	0	0.11	1	0.43	2	1.20	0	0.04	0	0.03	0	0.11	0	-0.46	3	0.96	0	0.18	0	-0.65	0	0.22	0	0.15	0	0.20	0	-0.49	0	0.02	0	0.30	0	0.02	0	0.01	0	0.11	0	0.20	2	1.22	0	0.08	0	0.15	0	0.19	0	0.07	1	0.69	0	0.08	1	0.43	0	0.20	0	0.06	0	0.13	0	-1.92	1	0.56	0	-0.45	0	0.11	0	0.12	1	0.47	0	0.11	0	0.04	0	0.12	0	0.06	0	0.15	0	0.06	0	0.06	10	10.11	1	0.76	0	0.07
но	24	0	0.05	0	0.28	0	0.13	0	0.11	1	0.43	0	0.19	0	0.04	0	0.03	0	0.11	4	1.81	0	-0.61	0	0.18	1	0.46	0	0.22	0	0.15	1	0.53	3	1.14	0	0.02	0	0.30	0	0.02	0	0.01	0	0.11	0	0.20	0	0.19	0	0.08	0	0.15	0	0.19	0	0.07	0	0.11	0	0.08	1	0.43	0	0.20	0	0.06	1	0.65	11	3.16	0	0.18	0	-0.45	0	0.11	0	0.12	0	0.28	0	0.11	0	0.04	0	0.12	0	0.06	0	0.15	0	0.06	0	0.06	1	0.48	0	0.09	0	0.07
система	23	0	0.05	0	0.27	2	1.51	0	0.10	0	0.39	0	0.19	0	0.04	0	0.02	0	0.10	0	-0.44	2	0.62	0	0.17	0	-0.62	0	0.21	0	0.15	0	0.19	0	-0.47	0	0.01	0	0.29	0	0.02	0	0.01	1	0.73	1	0.54	1	0.56	0	0.08	0	0.14	0	0.18	0	0.06	0	0.11	0	0.08	0	0.39	0	0.19	0	0.06	0	0.13	0	-1.84	3	2.21	0	-0.44	0	0.11	0	0.12	2	1.00	1	0.72	0	0.04	4	3.98	0	0.05	1	0.62	0	0.06	3	3.60	0	0.24	0	0.09	2	1.98
Это	23	0	0.05	0	0.27	0	0.13	0	0.10	2	0.79	0	0.19	0	0.04	0	0.02	1	0.73	0	-0.44	0	-0.59	0	0.17	7	3.58	0	0.21	0	0.15	0	0.19	1	0.42	0	0.01	1	0.46	0	0.02	0	0.01	1	0.73	0	0.19	3	2.15	0	0.08	1	0.63	0	0.18	0	0.06	1	0.70	0	0.08	2	0.79	0	0.19	0	0.06	0	0.13	0	-1.84	0	0.17	1	0.42	0	0.11	0	0.12	0	0.27	0	0.10	0	0.04	0	0.11	0	0.05	2	1.41	0	0.06	0	0.05	0	0.24	0	0.09	0	0.07
так	22	0	0.05	4	2.63	0	0.12	0	0.10	1	0.43	1	0.56	0	0.04	0	0.02	0	0.10	1	0.42	1	0.44	0	0.16	1	0.44	1	0.53	0	0.14	0	0.18	1	0.42	0	0.01	0	0.27	0	0.02	0	0.01	0	0.10	0	0.18	0	0.17	0	0.08	0	0.13	0	0.17	0	0.06	0	0.11	0	0.07	1	0.43	0	0.18	0	0.06	1	0.67	4	0.67	0	0.16	0	0.42	0	0.10	0	0.11	2	1.03	0	0.10	0	0.04	0	0.11	1	0.98	1	0.63	0	0.06	1	0.97	0	0.23	0	0.09	0	0.07
оно	22	0	0.05	1	0.48	1	0.67	0	0.10	3	1.39	1	0.56	0	0.04	0	0.02	0	0.10	0	-0.42	0	-0.56	0	0.16	2	0.61	1	0.53	1	0.63	2	1.25	0	-0.45	0	0.01	0	0.27	0	0.02	0	0.01	2	1.71	2	1.24	1	0.57	0	0.08	0	0.13	0	0.17	0	0.06	0	0.11	0	0.07	3	1.39	0	0.18	0	0.06	0	0.12	1	-1.11	0	0.16	0	0.42	0	0.10	1	0.69	0	0.25	0	0.10	0	0.04	0	0.11	0	0.05	0	0.14	0	0.06	0	0.05	0	0.23	0	0.09	0	0.07
до	22	0	0.05	0	0.26	0	0.12	0	0.10	3	1.39	0	0.18	0	0.04	0	0.02	1	0.75	0	-0.42	1	0.44	0	0.16	2	0.61	0	0.20	0	0.14	1	0.55	0	-0.45	0	0.01	0	0.27	0	0.02	0	0.01	0	0.10	0	0.18	0	0.17	0	0.08	1	0.64	0	0.17	0	0.06	1	0.72	0	0.07	3	1.39	0	0.18	0	0.06	0	0.12	5	0.81	0	0.16	1	0.42	0	0.10	1	0.69	1	0.48	0	0.10	0	0.04	0	0.11	0	0.05	0	0.14	0	0.06	0	0.05	1	0.50	0	0.09	0	0.07
можно	22	0	0.05	0	0.26	0	0.12	0	0.10	0	0.37	1	0.56	1	1.08	0	0.02	0	0.10	0	-0.42	4	1.57	0	0.16	0	-0.60	1	0.53	0	0.14	0	0.18	1	0.42	0	0.01	0	0.27	0	0.02	0	0.01	0	0.10	1	0.55	1	0.57	1	0.83	2	1.47	0	0.17	0	0.06	0	0.11	0	0.07	0	0.37	0	0.18	0	0.06	0	0.12	1	-1.11	1	0.58	0	0.42	0	0.10	0	0.11	0	0.25	0	0.10	0	0.04	1	0.71	0	0.05	0	0.14	1	0.92	0	0.05	5	3.87	0	0.09	0	0.07
моего	22	0	0.05	0	0.26	0	0.12	0	0.10	0	0.37	0	0.18	0	0.04	0	0.02	0	0.10	0	-0.42	0	-0.56	0	0.16	0	-0.60	0	0.20	0	0.14	0	0.18	1	0.42	0	0.01	0	0.27	0	0.02	0	0.01	0	0.10	0	0.18	0	0.17	0	0.08	0	0.13	0	0.17	0	0.06	0	0.11	0	0.07	0	0.37	0	0.18	0	0.06	1	0.67	20	13.30	0	0.16	0	0.42	0	0.10	0	0.11	0	0.25	0	0.10	0	0.04	0	0.11	0	0.05	0	0.14	0	0.06	0	0.05	0	0.23	0	0.09	0	0.07
всей	21	0	0.05	0	0.25	0	0.12	0	0.09	2	0.84	0	0.17	0	0.04	0	0.02	0	0.09	0	0.41	0	-0.54	0	0.16	0	-0.57	1	0.54	0	0.13	0	0.18	0	-0.43	0	0.01	0	0.26	0	0.02	0	0.01	0	0.09	0	0.18	1	0.58	1	0.85	0	0.13	0	0.16	0	0.06	0	0.10	0	0.07	2	0.84	0	0.17	1	0.94	0	0.12	11	3.77	0	0.16	0	0.40	0	0.10	0	0.11	1	0.49	0	0.09	0	0.04	0	0.10	0	0.05	0	0.13	1	0.94	0	0.05	0	0.22	0	0.08	0	0.06
во	21	0	0.05	0	0.25	0	0.12	0	0.09	1	0.43	0	0.17	0	0.04	0	0.02	0	0.09	1	0.43	0	-0.54	0	0.16	1	0.44	0	0.19	0	0.13	0	0.18	0	-0.43	0	0.01	0	0.26	0	0.02	0	0.01	0	0.09	0	0.18	1	0.58	0	0.07	0	0.13	1	0.58	0	0.06	0	0.10	2	1.97	1	0.43	0	0.17	0	0.06	0	0.12	11	3.77	0	0.16	0	0.40	0	0.10	0	0.11	1	0.49	0	0.09	0	0.04	1	0.73	0	0.05	0	0.13	0	0.06	0	0.05	0	0.22	0	0.08	0	0.06
кто	21	0	0.05	0	0.25	0	0.12	0	0.09	0	0.35	0	0.17	0	0.04	0	0.02	0	0.09	1	0.43	0	-0.54	1	0.60	1	0.44	0	0.19	0	0.13	2	1.28	0	-0.43	0	0.01	0	0.26	0	0.02	0	0.01	0	0.09	0	0.18	0	0.17	0	0.07	0	0.13	0	0.16	0	0.06	0	0.10	0	0.07	0	0.35	0	0.17	0	0.06	0	0.12	2	-0.75	0	0.16	14	14.30	0	0.10	0	0.11	0	0.24	0	0.09	0	0.04	0	0.10	0	0.05	0	0.13	0	0.06	0	0.05	0	0.22	0	0.08	0	0.06
кого	21	0	0.05	0	0.25	0	0.12	0	0.09	0	0.35	0	0.17	0	0.04	0	0.02	0	0.09	0	0.41	0	-0.54	0	0.16	0	-0.57	0	0.19	0	0.13	0	0.18	0	-0.43	0	0.01	1	0.48	0	0.02	0	0.01	0	0.09	0	0.18	0	0.17	0	0.07	0	0.13	0	0.16	0	0.06	0	0.10	0	0.07	0	0.35	0	0.17	0	0.06	0	0.12	0	-1.68	0	0.16	20	26.22	0	0.10	0	0.11	0	0.24	0	0.09	0	0.04	0	0.10	0	0.05	0	0.13	0	0.06	0	0.05	0	0.22	0	0.08	0	0.06
Что	20	0	0.04	1	0.49	0	0.11	0	0.09	1	0.44	0	0.16	0	0.04	0	0.02	0	0.09	0	0.39	0	-0.51	0	0.15	4	1.62	0	0.19	0	0.13	0	0.17	0	0.41	0	0.01	0	0.25	0	0.02	0	0.01	1	0.77	1	0.58	0	0.16	0	0.07	0	0.12	0	0.16	0	0.06	0	0.10	0	0.07	1	0.44	0	0.16	2	2.19	0	0.11	0	-1.60	4	3.52	0	0.38	0	0.10	0	0.10	0	0.23	0	0.09	0	0.04	0	0.10	2	2.31	1	0.66	0	0.05	0	0.05	2	1.15	0	0.08	0	0.06
укрепления	20	0	0.04	1	0.49	0	0.11	0	0.09	0	0.34	0	0.16	0	0.04	0	0.02	0	0.09	0	0.39	0	-0.51	0	0.15	0	-0.54	0	0.19	0	0.13	0	0.17	0	0.41	0	0.01	0	0.25	0	0.02	0	0.01	0	0.09	0	0.17	0	0.16	0	0.07	0	0.12	0	0.16	0	0.06	0	0.10	0	0.07	0	0.34	0	0.16	0	0.05	0	0.11	0	-1.60	0	0.15	0	0.38	0	0.10	0	0.10	0	0.23	0	0.09	0	0.04	0	0.10	0	0.05	0	0.13	0	0.05	0	0.05	19	29.70	0	0.08	0	0.06
только	20	0	0.04	0	0.24	2	1.62	0	0.09	2	0.86	0	0.16	0	0.04	0	0.02	0	0.09	4	2.07	0	-0.51	0	0.15	1	0.43	0	0.19	0	0.13	1	0.58	1	0.42	0	0.01	0	0.25	0	0.02	0	0.01	0	0.09	1	0.58	0	0.16	0	0.07	1	0.67	0	0.16	0	0.06	0	0.10	0	0.07	2	0.87	1	0.58	0	0.05	0	0.11	1	-0.99	0	0.15	0	0.38	0	0.10	0	0.10	1	0.50	0	0.09	0	0.04	0	0.10	0	0.05	0	0.13	0	0.05	0	0.05	1	0.52	1	0.82	0	0.06
1	20	0	0.04	0	0.24	0	0.11	0	0.09	0	0.34	0	0.16	0	0.04	0	0.02	0	0.09	0	0.39	4	1.70	0	0.15	0	-0.54	0	0.19	1	0.65	0	0.17	0	0.41	0	0.01	7	6.13	0	0.02	0	0.01	0	0.09	0	0.17	0	0.16	0	0.07	0	0.12	2	1.36	0	0.06	0	0.10	0	0.07	0	0.34	0	0.16	0	0.05	0	0.11	1	-0.99	1	0.61	1	0.43	0	0.10	2	1.67	0	0.23	0	0.09	0	0.04	0	0.10	0	0.05	0	0.13	1	0.96	0	0.05	0	0.21	0	0.08	0	0.06
они	20	0	0.04	0	0.24	0	0.11	0	0.09	0	0.34	0	0.16	0	0.04	0	0.02	0	0.09	0	0.39	2	0.67	0	0.15	1	0.43	0	0.19	0	0.13	0	0.17	0	0.41	0	0.01	0	0.25	0	0.02	0	0.01	0	0.09	0	0.17	1	0.59	0	0.07	2	1.55	0	0.16	0	0.06	0	0.10	0	0.07	0	0.34	0	0.16	0	0.05	0	0.11	14	6.74	0	0.15	0	0.38	0	0.10	0	0.10	0	0.23	0	0.09	0	0.04	0	0.10	0	0.05	0	0.13	0	0.05	0	0.05	0	0.21	0	0.08	0	0.06
я	20	0	0.04	0	0.24	0	0.11	0	0.09	0	0.34	0	0.16	0	0.04	0	0.02	0	0.09	0	0.39	0	-0.51	2	1.40	8	4.98	0	0.19	0	0.13	0	0.17	0	0.41	0	0.01	1	0.48	1	1.43	0	0.01	0	0.09	0	0.17	0	0.16	0	0.07	0	0.12	0	0.16	0	0.06	0	0.10	0	0.07	0	0.34	0	0.16	0	0.05	0	0.11	8	2.05	0	0.15	0	0.38	0	0.10	0	0.10	0	0.23	0	0.09	0	0.04	0	0.10	0	0.05	0	0.13	0	0.05	0	0.05	0	0.21	0	0.08	0	0.06
Но	19	0	0.04	2	1.11	0	0.10	0	0.09	0	0.32	0	0.15	0	0.03	0	0.02	1	0.80	0	0.37	0	-0.49	2	1.43	4	1.69	2	1.28	0	0.12	0	0.16	0	0.39	0	0.01	0	0.24	0	0.02	0	0.01	1	0.79	0	0.16	0	0.15	0	0.07	0	0.12	0	0.15	0	0.05	0	0.09	0	0.06	0	0.32	3	2.34	0	0.05	0	0.10	3	0.62	0	0.14	0	0.36	0	0.09	0	0.10	0	0.22	0	0.09	0	0.03	0	0.09	0	0.04	0	0.12	0	0.05	0	0.05	1	0.53	0	0.07	0	0.06
ли	19	0	0.04	0	0.23	0	0.10	0	0.09	0	0.32	0	0.15	2	2.57	1	1.35	0	0.08	2	0.82	0	-0.49	0	0.14	3	1.10	0	0.18	0	0.12	0	0.16	0	0.39	0	0.01	0	0.24	0	0.02	0	0.01	0	0.08	0	0.16	0	0.15	0	0.07	0	0.12	0	0.15	0	0.05	0	0.09	1	0.89	0	0.32	1	0.60	0	0.05	0	0.10	5	0.93	0	0.14	0	0.36	0	0.09	0	0.10	0	0.22	0	0.09	0	0.03	0	0.09	0	0.04	4	3.88	0	0.05	0	0.05	0	0.20	0	0.07	0	0.06
•	19	0	0.04	0	0.23	0	0.10	0	0.09	0	0.32	0	0.15	0	0.03	0	0.02	0	0.08	15	16.98	0	-0.49	0	0.14	0	-0.51	0	0.18	0	0.12	0	0.16	0	0.39	0	0.01	4	2.80	0	0.02	0	0.01	0	0.08	0	0.16	0	0.15	0	0.07	0	0.12	0	0.15	0	0.05	0	0.09	0	0.06	0	0.32	0	0.15	0	0.05	0	0.10	0	-1.52	0	0.14	0	0.36	0	0.09	0	0.10	0	0.22	0	0.09	0	0.03	0	0.09	0	0.04	0	0.12	0	0.05	0	0.05	0	0.20	0	0.07	0	0.06
сосуды	18	0	0.04	1	0.52	0	0.10	0	0.08	0	0.30	0	0.15	0	0.03	0	0.02	0	0.08	0	0.35	1	0.42	0	0.13	0	-0.49	0	0.17	0	0.12	0	0.15	0	0.36	0	0.01	0	0.22	0	0.01	0	0.01	1	0.81	0	0.15	0	0.14	0	0.06	2	1.63	0	0.14	0	0.05	2	1.81	0	0.06	0	0.30	0	0.15	0	0.05	0	0.10	0	-1.44	2	1.48	0	0.34	0	0.09	0	0.09	1	0.52	0	0.08	0	0.03	4	4.42	0	0.04	0	0.11	0	0.05	0	0.04	2	1.23	1	0.86	1	0.95
Для	18	0	0.04	3	1.98	1	0.74	0	0.08	2	0.92	0	0.15	0	0.03	0	0.02	0	0.08	0	0.35	3	1.20	0	0.13	0	-0.49	0	0.17	0	0.12	0	0.15	0	0.36	0	0.01	0	0.22	0	0.01	0	0.01	0	0.08	1	0.61	0	0.14	0	0.06	0	0.11	2	1.44	0	0.05	0	0.09	0	0.06	2	0.93	0	0.15	0	0.05	0	0.10	0	-1.44	1	0.64	0	0.34	0	0.09	0	0.09	0	0.21	0	0.08	1	1.17	0	0.09	0	0.04	0	0.11	0	0.05	0	0.04	2	1.23	0	0.07	0	0.05
жизни	18	0	0.04	1	0.52	0	0.10	0	0.08	1	0.45	0	0.15	0	0.03	0	0.02	0	0.08	0	0.35	0	-0.46	2	1.48	3	1.15	0	0.17	0	0.12	0	0.15	1	0.43	0	0.01	0	0.22	0	0.01	0	0.01	0	0.08	1	0.61	0	0.14	1	0.91	0	0.11	0	0.14	0	0.05	0	0.09	0	0.06	1	0.45	0	0.15	1	1.00	0	0.10	1	-0.88	0	0.13	0	0.34	0	0.09	1	0.76	1	0.52	0	0.08	0	0.03	0	0.09	0	0.04	0	0.11	1	1.00	0	0.04	1	0.54	1	0.86	0	0.05
является	18	0	0.04	1	0.52	0	0.10	4	4.53	0	0.30	0	0.15	0	0.03	0	0.02	0	0.08	3	1.46	0	-0.46	0	0.13	0	-0.49	3	2.26	0	0.12	0	0.15	0	0.36	0	0.01	0	0.22	0	0.01	0	0.01	0	0.08	0	0.15	0	0.14	0	0.06	0	0.11	0	0.14	0	0.05	2	1.81	0	0.06	0	0.30	0	0.15	0	0.05	0	0.10	0	-1.44	0	0.13	0	0.34	0	0.09	0	0.09	3	2.01	0	0.08	0	0.03	0	0.09	0	0.04	0	0.11	1	1.00	0	0.04	0	0.19	0	0.07	1	0.95
если	18	0	0.04	1	0.52	0	0.10	0	0.08	1	0.45	1	0.61	2	2.62	0	0.02	1	0.82	1	0.43	0	-0.46	0	0.13	1	0.42	0	0.17	0	0.12	0	0.15	0	0.36	0	0.01	0	0.22	0	0.01	0	0.01	0	0.08	0	0.15	0	0.14	0	0.06	0	0.11	0	0.14	1	0.98	0	0.09	0	0.06	1	0.45	0	0.15	0	0.05	1	0.74	5	0.98	0	0.13	0	0.34	0	0.09	0	0.09	0	0.21	0	0.08	0	0.03	0	0.09	0	0.04	0	0.11	0	0.05	0	0.04	2	1.23	0	0.07	0	0.05
когда	18	0	0.04	0	0.21	0	0.10	0	0.08	1	0.45	0	0.15	0	0.03	0	0.02	1	0.82	3	1.46	0	-0.46	1	0.64	5	2.51	0	0.17	0	0.12	0	0.15	0	0.36	0	0.01	0	0.22	0	0.01	0	0.01	0	0.08	0	0.15	0	0.14	0	0.06	0	0.11	1	0.62	0	0.05	0	0.09	0	0.06	1	0.45	2	1.41	0	0.05	0	0.10	1	-0.88	0	0.13	0	0.34	0	0.09	0	0.09	1	0.52	0	0.08	0	0.03	0	0.09	0	0.04	0	0.11	0	0.05	0	0.04	0	0.19	1	0.86	0	0.05
системы	18	0	0.04	0	0.21	0	0.10	0	0.08	0	0.30	0	0.15	0	0.03	0	0.02	0	0.08	0	0.35	5	2.62	0	0.13	0	-0.49	0	0.17	1	0.69	0	0.15	0	0.36	0	0.01	3	1.92	0	0.01	0	0.01	0	0.08	0	0.15	3	2.44	1	0.91	0	0.11	0	0.14	0	0.05	1	0.79	0	0.06	0	0.30	0	0.15	0	0.05	0	0.10	0	-1.44	0	0.13	0	0.34	0	0.09	0	0.09	0	0.21	0	0.08	1	1.17	0	0.09	0	0.04	1	0.69	0	0.05	0	0.04	0	0.19	2	1.97	0	0.05
про	18	0	0.04	0	0.21	0	0.10	0	0.08	0	0.30	0	0.15	0	0.03	0	0.02	0	0.08	0	0.35	0	-0.46	17	29.06	0	-0.49	0	0.17	0	0.12	0	0.15	0	0.36	0	0.01	0	0.22	0	0.01	0	0.01	0	0.08	0	0.15	0	0.14	0	0.06	0	0.11	0	0.14	0	0.05	0	0.09	0	0.06	0	0.30	0	0.15	0	0.05	0	0.10	0	-1.44	0	0.13	0	0.34	0	0.09	0	0.09	0	0.21	0	0.08	0	0.03	0	0.09	0	0.04	0	0.11	1	1.00	0	0.04	0	0.19	0	0.07	0	0.05
А	17	0	0.04	1	0.53	0	0.09	0	0.08	1	0.46	1	0.63	0	0.03	0	0.02	0	0.07	0	0.33	0	-0.43	2	1.52	0	-0.46	0	0.16	0	0.11	0	0.14	0	0.34	0	0.01	0	0.21	0	0.01	0	0.01	1	0.83	0	0.14	0	0.13	0	0.06	0	0.10	0	0.13	1	1.00	0	0.08	0	0.06	1	0.46	1	0.63	0	0.05	0	0.09	4	0.76	3	2.59	0	0.32	0	0.08	1	0.78	0	0.20	0	0.08	0	0.03	0	0.08	0	0.04	0	0.11	0	0.05	0	0.04	0	0.18	0	0.07	0	0.05
же	17	0	0.04	2	1.18	0	0.09	1	0.83	1	0.46	1	0.63	0	0.03	0	0.02	0	0.07	0	0.33	1	0.42	0	0.13	1	0.42	0	0.16	0	0.11	0	0.14	0	0.34	0	0.01	1	0.52	0	0.01	0	0.01	0	0.08	0	0.14	0	0.13	0	0.06	0	0.10	0	0.13	1	1.00	0	0.08	0	0.06	1	0.46	0	0.14	0	0.05	0	0.09	7	1.93	0	0.13	0	0.32	0	0.08	0	0.09	0	0.20	0	0.08	0	0.03	0	0.08	0	0.04	0	0.11	0	0.05	0	0.04	0	0.18	0	0.07	0	0.05
орган	17	0	0.04	0	0.20	1	0.76	0	0.08	0	0.29	1	0.63	0	0.03	0	0.02	0	0.07	1	0.44	0	-0.43	0	0.13	0	-0.46	1	0.59	0	0.11	0	0.14	1	0.43	0	0.01	9	9.69	0	0.01	0	0.01	1	0.83	0	0.14	0	0.13	0	0.06	0	0.10	0	0.13	0	0.05	0	0.08	0	0.06	0	0.29	0	0.14	0	0.05	0	0.09	0	-1.36	0	0.13	0	0.32	0	0.08	0	0.09	0	0.20	0	0.08	0	0.03	0	0.08	0	0.04	1	0.71	0	0.05	1	1.07	0	0.18	0	0.07	0	0.05
состоит	17	0	0.04	0	0.20	0	0.09	0	0.08	2	0.96	0	0.14	0	0.03	0	0.02	0	0.07	0	0.33	2	0.74	0	0.13	0	-0.46	0	0.16	2	1.63	0	0.14	1	0.43	0	0.01	0	0.21	0	0.01	0	0.01	0	0.08	1	0.62	2	1.47	1	0.93	0	0.10	1	0.64	0	0.05	0	0.08	0	0.06	2	0.96	0	0.14	0	0.05	0	0.09	1	-0.82	0	0.13	0	0.32	0	0.08	0	0.09	0	0.20	1	0.83	0	0.03	0	0.08	0	0.04	0	0.11	0	0.05	0	0.04	0	0.18	0	0.07	1	0.98
время	17	0	0.04	0	0.20	0	0.09	0	0.08	1	0.46	0	0.14	0	0.03	0	0.02	0	0.07	0	0.33	2	0.74	0	0.13	1	0.42	0	0.16	0	0.11	0	0.14	4	2.25	0	0.01	0	0.21	0	0.01	0	0.01	0	0.08	0	0.14	0	0.13	0	0.06	0	0.10	0	0.13	0	0.05	0	0.08	2	2.14	1	0.46	0	0.14	0	0.05	0	0.09	1	-0.82	1	0.66	0	0.32	0	0.08	0	0.09	2	1.20	0	0.08	0	0.03	2	1.85	0	0.04	0	0.11	0	0.05	0	0.04	0	0.18	0	0.07	0	0.05
